Income,EmploymentType,LoanAmount,CreditScore,Age,LoanDuration,NumberPreviousDefaults,CollateralInformation,MaritalStatus,Dependents,LoanRepaymentHistory,LoanApproval
41774.0,Self-Employed,17288.0,,26,39.0,0,Yes,Divorced,1,Average,0
66492.0,Unemployed,13020.0,698.0,50,119.0,0,Yes,Single,4,Good,0
47169.0,Salaried,9525.0,776.0,69,71.0,0,Yes,Single,1,Good,1
32337.0,Unemployed,23350.0,834.0,42,34.0,3,Yes,Divorced,0,Average,0
53394.0,Self-Employed,8905.0,387.0,31,39.0,0,No,Single,3,Good,0
52068.0,Salaried,30468.0,552.0,28,45.0,0,Yes,Single,1,Good,0
79349.0,Self-Employed,9897.0,657.0,52,69.0,0,Yes,Single,2,Good,1
61861.0,Unemployed,18573.0,357.0,58,38.0,0,Yes,Married,1,,0
54584.0,Self-Employed,12948.0,698.0,31,77.0,0,Yes,Divorced,5,Good,1
,Salaried,20261.0,820.0,47,57.0,0,No,Married,3,Poor,1
47984.0,Self-Employed,20212.0,824.0,58,76.0,0,Yes,Married,4,Average,1
48869.0,Self-Employed,23558.0,716.0,21,23.0,2,Yes,Single,3,Good,1
74884.0,Self-Employed,7790.0,692.0,21,77.0,2,Yes,Single,5,Good,1
25466.0,Unemployed,13890.0,,45,112.0,0,No,Married,2,Good,0
64519.0,Unemployed,27764.0,628.0,25,21.0,3,Yes,Single,5,Good,0
48338.0,Unemployed,25268.0,671.0,19,43.0,3,No,Single,5,Good,1
45628.0,Unemployed,4.0,810.0,58,85.0,0,Yes,Married,5,Good,0
41707.0,Salaried,23018.0,,63,77.0,0,Yes,Married,4,Average,0
52305.0,Unemployed,11740.0,779.0,39,83.0,0,Yes,Divorced,5,Average,0
49347.0,Unemployed,15265.0,319.0,58,70.0,0,Yes,Married,4,Poor,1
43779.0,Salaried,18181.0,527.0,33,84.0,0,Yes,Married,1,Good,0
39460.0,Unemployed,32459.0,645.0,46,76.0,0,Yes,Married,0,Poor,0
21420.0,Self-Employed,11658.0,318.0,66,14.0,3,Yes,Divorced,1,Average,0
39143.0,Unemployed,8769.0,743.0,65,92.0,0,Yes,Single,3,,0
42316.0,Salaried,23603.0,667.0,47,57.0,1,,Married,0,Average,1
52268.0,Self-Employed,19776.0,446.0,29,11.0,0,Yes,Single,1,Good,0
,Salaried,29656.0,803.0,52,53.0,0,Yes,Divorced,3,Poor,1
40761.0,Self-Employed,17177.0,729.0,28,56.0,2,Yes,Divorced,1,Good,0
34644.0,Self-Employed,29687.0,739.0,63,15.0,0,Yes,Married,4,Average,0
39283.0,Self-Employed,20130.0,497.0,67,120.0,0,No,Single,5,Good,0
52300.0,Salaried,24233.0,586.0,38,31.0,0,Yes,Divorced,0,Good,0
58830.0,Self-Employed,32992.0,668.0,38,,1,Yes,Single,3,Good,1
60925.0,Self-Employed,18662.0,539.0,22,56.0,0,Yes,Single,4,Good,0
62416.0,Self-Employed,28357.0,586.0,65,101.0,0,No,Married,0,Good,0
64538.0,Self-Employed,15091.0,694.0,37,91.0,0,Yes,Married,4,Poor,1
45817.0,Self-Employed,21820.0,817.0,54,94.0,0,Yes,Married,3,Good,1
80797.0,Unemployed,8443.0,359.0,20,33.0,0,Yes,Single,3,Good,0
44678.0,Salaried,15965.0,844.0,61,103.0,0,Yes,Single,0,Good,1
,Self-Employed,11536.0,602.0,50,101.0,0,No,,2,Good,1
69437.0,Self-Employed,29766.0,543.0,26,,0,Yes,Single,2,Good,0
58496.0,Self-Employed,33910.0,506.0,26,68.0,0,Yes,Married,0,Average,0
16387.0,Self-Employed,17162.0,674.0,21,10.0,1,Yes,Single,4,Poor,0
50085.0,Self-Employed,13816.0,582.0,52,93.0,0,No,Single,3,Good,0
62929.0,Unemployed,9488.0,,34,116.0,0,No,Married,5,Good,0
29848.0,Unemployed,22116.0,321.0,51,60.0,0,No,Married,0,Average,0
61260.0,Self-Employed,15182.0,648.0,41,68.0,3,No,Married,4,Good,1
55852.0,Self-Employed,15610.0,788.0,49,63.0,0,No,Single,3,Average,1
67759.0,Self-Employed,33037.0,557.0,18,15.0,0,Yes,Single,3,Good,0
39621.0,Salaried,17629.0,,25,77.0,0,Yes,Divorced,1,Poor,0
64938.0,Salaried,24693.0,326.0,62,88.0,0,Yes,Married,4,Good,0
52394.0,Unemployed,20424.0,326.0,40,112.0,0,,Single,1,Poor,0
76491.0,Unemployed,9158.0,696.0,64,112.0,0,No,Single,4,Poor,0
91791.0,Salaried,5241.0,444.0,57,62.0,0,Yes,Divorced,2,Good,0
73075.0,Self-Employed,23900.0,821.0,29,116.0,0,Yes,Married,2,Good,1
57208.0,Unemployed,33633.0,420.0,29,66.0,1,Yes,Single,3,Good,0
84815.0,Self-Employed,22520.0,761.0,63,79.0,1,Yes,Single,0,Good,1
59052.0,Self-Employed,24993.0,681.0,64,75.0,0,Yes,Single,2,Poor,1
36381.0,Unemployed,12762.0,717.0,32,120.0,2,Yes,Single,1,Good,0
49411.0,Salaried,28119.0,626.0,58,90.0,1,Yes,Single,5,Good,1
61425.0,Salaried,28020.0,690.0,36,19.0,1,Yes,Single,2,Good,1
62389.0,Salaried,14430.0,596.0,43,14.0,1,Yes,Single,0,Good,0
33121.0,Self-Employed,24363.0,383.0,69,53.0,0,Yes,Single,0,Poor,0
33597.0,Self-Employed,5869.0,445.0,46,65.0,0,No,Married,5,Average,0
44880.0,Self-Employed,25791.0,470.0,39,82.0,0,Yes,Married,0,Average,0
58018.0,Salaried,15421.0,633.0,57,61.0,0,Yes,Married,0,Good,1
59938.0,Self-Employed,10183.0,723.0,38,65.0,0,,Single,1,Average,1
52120.0,Unemployed,23221.0,608.0,68,111.0,0,No,Married,1,Good,0
37484.0,Self-Employed,5826.0,,55,44.0,0,Yes,Divorced,0,Good,0
76054.0,Unemployed,22739.0,646.0,37,62.0,3,Yes,Divorced,5,,0
33919.0,Salaried,10942.0,601.0,46,70.0,1,Yes,,0,Poor,0
69535.0,Self-Employed,9230.0,646.0,68,59.0,0,No,Single,4,Average,1
61082.0,Self-Employed,20479.0,707.0,21,117.0,0,Yes,Married,5,Average,1
69205.0,Salaried,18620.0,432.0,24,116.0,0,,,3,Good,0
43334.0,Self-Employed,31654.0,405.0,45,65.0,2,No,Single,0,Good,0
47860.0,Unemployed,9722.0,470.0,45,57.0,1,Yes,Single,4,Good,0
50826.0,Salaried,31000.0,549.0,21,73.0,0,Yes,Married,1,Average,0
42854.0,Unemployed,10899.0,843.0,39,26.0,0,No,Married,2,Average,0
53379.0,Salaried,27356.0,561.0,29,54.0,0,No,Single,1,Average,0
73686.0,Unemployed,28849.0,793.0,62,30.0,1,No,Divorced,4,Good,0
30547.0,Unemployed,22572.0,543.0,20,22.0,4,,Married,3,Good,0
,Unemployed,13672.0,750.0,39,16.0,0,No,Single,0,Good,0
38514.0,Self-Employed,7816.0,589.0,61,73.0,0,No,Married,2,Average,1
48584.0,Self-Employed,4386.0,562.0,19,6.0,0,No,Single,4,Poor,0
,Self-Employed,34818.0,,41,80.0,0,Yes,Divorced,5,Good,0
61585.0,Self-Employed,17625.0,384.0,51,55.0,4,Yes,Married,5,Average,0
50506.0,Self-Employed,11163.0,714.0,44,48.0,1,Yes,Married,0,Average,1
54543.0,Unemployed,10855.0,628.0,58,94.0,0,No,Married,5,Good,0
55977.0,Self-Employed,21343.0,344.0,18,67.0,0,No,Single,3,Good,0
53681.0,Unemployed,16841.0,,25,90.0,0,Yes,Divorced,4,Good,0
60550.0,Salaried,4646.0,764.0,40,87.0,0,Yes,Divorced,2,Poor,1
48165.0,Unemployed,26916.0,499.0,55,9.0,0,Yes,Married,3,Good,0
74696.0,Self-Employed,22680.0,500.0,23,30.0,1,,Married,1,Good,0
88124.0,Salaried,34719.0,628.0,39,71.0,1,No,Single,3,,1
60593.0,Self-Employed,29126.0,539.0,42,118.0,0,Yes,Single,1,Average,0
53420.0,Salaried,-4785.0,658.0,35,23.0,1,Yes,Single,2,Good,1
59369.0,Unemployed,31336.0,,34,18.0,1,No,Married,2,Poor,0
33485.0,Salaried,29660.0,677.0,29,114.0,0,Yes,Married,5,Good,0
52702.0,Self-Employed,14109.0,684.0,23,117.0,0,Yes,Divorced,3,Poor,1
39030.0,Salaried,16539.0,764.0,43,25.0,0,Yes,Single,3,Good,0
,Unemployed,23294.0,521.0,44,52.0,2,Yes,Single,1,Good,0
39105.0,Salaried,11886.0,664.0,25,78.0,0,Yes,Single,2,Average,0
44828.0,Unemployed,18058.0,371.0,36,,0,Yes,Divorced,2,Good,1
21920.0,Salaried,28000.0,539.0,59,43.0,0,Yes,Married,4,Good,0
32401.0,Unemployed,24142.0,803.0,18,51.0,0,Yes,Married,1,Average,0
55323.0,Unemployed,14666.0,713.0,46,79.0,0,Yes,Married,0,Good,0
36967.0,Unemployed,28182.0,426.0,62,41.0,1,Yes,Married,3,Good,0
65957.0,Unemployed,22423.0,786.0,66,53.0,0,Yes,Single,4,Average,0
35692.0,Self-Employed,22150.0,826.0,52,39.0,0,Yes,Single,4,Average,0
56799.0,Unemployed,15881.0,547.0,57,93.0,4,Yes,Single,4,Good,0
38572.0,Self-Employed,19948.0,781.0,31,23.0,0,No,Single,2,Good,0
,Unemployed,13807.0,611.0,52,32.0,0,Yes,Married,1,Good,0
26978.0,Salaried,4476.0,743.0,65,,0,Yes,Single,3,Good,0
43202.0,Salaried,17762.0,582.0,62,110.0,0,Yes,Married,0,Good,0
37307.0,Self-Employed,19023.0,301.0,37,114.0,0,Yes,Married,5,Good,0
63248.0,Salaried,21098.0,373.0,66,63.0,1,Yes,Married,4,Average,0
56934.0,Unemployed,29697.0,363.0,30,23.0,0,Yes,Divorced,3,Good,1
31511.0,Salaried,14782.0,646.0,55,92.0,0,Yes,Single,1,Good,0
46952.0,Self-Employed,17058.0,623.0,66,62.0,0,No,Married,1,Average,1
38415.0,Salaried,26129.0,538.0,63,103.0,2,Yes,Single,5,Average,0
64254.0,Self-Employed,13980.0,696.0,66,47.0,0,Yes,Married,0,Average,1
69073.0,Unemployed,21230.0,636.0,25,120.0,1,No,Married,0,Good,0
28375.0,Unemployed,16734.0,640.0,60,98.0,0,Yes,Single,2,Average,0
62401.0,Salaried,18051.0,,37,31.0,0,Yes,Single,1,Poor,0
37651.0,Salaried,26065.0,652.0,50,89.0,0,Yes,Married,4,Good,0
46206.0,Salaried,17012.0,762.0,43,38.0,0,Yes,Married,0,Good,1
50484.0,Unemployed,26326.0,761.0,56,46.0,0,No,Married,4,Good,0
77249.0,Salaried,4381.0,592.0,38,34.0,1,Yes,Married,4,Poor,0
,Unemployed,8563.0,706.0,66,84.0,0,Yes,Married,1,Good,0
62521.0,Self-Employed,1454.0,461.0,59,36.0,0,No,Married,3,Good,0
32427.0,Salaried,10674.0,802.0,60,79.0,0,Yes,Single,4,Good,0
31391.0,Salaried,34855.0,747.0,58,72.0,0,Yes,Married,5,Poor,0
50427.0,Self-Employed,19860.0,754.0,26,92.0,0,Yes,Married,4,Good,1
50326.0,Self-Employed,14230.0,,41,120.0,0,Yes,Married,5,Good,0
7515.0,Self-Employed,26262.0,431.0,54,7.0,0,Yes,Married,0,Poor,0
67394.0,Self-Employed,27392.0,,66,119.0,0,Yes,Married,3,Good,0
17913.0,Unemployed,10233.0,518.0,58,18.0,0,Yes,Divorced,4,Good,0
47811.0,Salaried,39986.0,716.0,34,66.0,0,No,Married,1,Good,1
69914.0,Unemployed,22211.0,804.0,41,45.0,0,Yes,Single,1,Good,0
,Unemployed,23219.0,599.0,38,79.0,0,No,Divorced,0,Good,1
44554.0,Self-Employed,23978.0,408.0,68,88.0,2,Yes,Single,5,Good,0
28506.0,Salaried,23961.0,537.0,56,104.0,0,No,Married,5,Good,0
69358.0,Unemployed,15028.0,592.0,58,52.0,1,Yes,Single,0,Average,0
62977.0,Unemployed,36900.0,486.0,56,113.0,0,No,Married,1,Good,0
42665.0,Self-Employed,17718.0,335.0,30,43.0,0,No,Divorced,2,Good,0
40764.0,Salaried,27660.0,555.0,28,29.0,0,Yes,Single,5,Average,0
39239.0,Salaried,16201.0,734.0,63,49.0,0,Yes,Married,4,,0
44831.0,Salaried,14782.0,307.0,36,66.0,1,No,Married,5,Good,0
54741.0,Unemployed,35215.0,477.0,28,82.0,2,No,Single,4,Good,0
41510.0,Self-Employed,19133.0,541.0,30,101.0,0,Yes,Divorced,3,Good,0
43406.0,Salaried,19727.0,340.0,63,31.0,0,No,Married,1,Poor,0
59619.0,Unemployed,22269.0,656.0,62,40.0,0,Yes,Married,3,Average,0
,Unemployed,40814.0,,18,113.0,0,Yes,Married,2,Good,0
44361.0,Salaried,37350.0,465.0,57,56.0,1,Yes,Single,5,Good,0
24861.0,Self-Employed,30270.0,803.0,61,33.0,0,No,Single,2,Good,0
51626.0,Self-Employed,42829.0,377.0,36,119.0,0,Yes,Single,4,Average,0
20909.0,Salaried,12443.0,495.0,29,57.0,3,Yes,,1,Good,0
63350.0,Unemployed,25247.0,701.0,25,119.0,3,Yes,Single,4,Good,0
30280.0,Self-Employed,20607.0,363.0,25,111.0,0,Yes,Single,2,Good,0
23411.0,Unemployed,5847.0,724.0,62,110.0,0,Yes,Married,2,Average,0
44546.0,Unemployed,23705.0,341.0,29,72.0,2,Yes,Single,4,Poor,0
75667.0,Self-Employed,16073.0,672.0,65,97.0,0,,Married,2,Good,1
60668.0,Unemployed,32268.0,605.0,50,116.0,0,Yes,Married,0,Poor,0
21165.0,Unemployed,16840.0,508.0,62,36.0,0,Yes,,2,Good,0
29853.0,Salaried,16385.0,,43,10.0,2,Yes,Single,5,Average,0
44066.0,Self-Employed,32265.0,603.0,56,42.0,2,Yes,Single,5,Poor,1
83575.0,Unemployed,19476.0,691.0,45,79.0,1,Yes,Married,3,Good,0
35916.0,Self-Employed,29303.0,452.0,22,68.0,0,Yes,Single,3,Good,0
36037.0,Self-Employed,23395.0,661.0,25,15.0,0,Yes,Married,1,Good,0
72911.0,Unemployed,23502.0,563.0,42,70.0,0,Yes,Married,4,Average,0
52924.0,Self-Employed,18048.0,515.0,44,26.0,2,Yes,Single,3,Good,0
65795.0,Salaried,24018.0,842.0,63,64.0,0,No,Married,0,Good,1
39094.0,Salaried,18948.0,823.0,40,72.0,0,Yes,Divorced,5,Good,0
48475.0,Unemployed,13570.0,493.0,47,79.0,1,Yes,Single,5,Good,0
69734.0,Self-Employed,19166.0,326.0,62,53.0,0,Yes,Divorced,0,Good,1
,Unemployed,30303.0,345.0,64,52.0,2,Yes,Single,2,Average,0
66846.0,Self-Employed,24288.0,357.0,40,84.0,0,,Married,4,Good,0
55809.0,Unemployed,26148.0,312.0,66,92.0,1,Yes,Single,4,Good,0
34406.0,Unemployed,20012.0,348.0,64,98.0,0,Yes,Married,1,Good,0
49755.0,Self-Employed,4498.0,393.0,37,44.0,0,Yes,Married,0,Poor,0
64721.0,Salaried,10229.0,750.0,35,54.0,0,Yes,Divorced,5,Good,1
60041.0,Unemployed,17688.0,678.0,35,44.0,0,Yes,Divorced,5,Good,0
49396.0,Salaried,10920.0,,19,66.0,0,No,Single,4,Good,0
21624.0,Self-Employed,15805.0,815.0,21,20.0,0,Yes,,3,Good,0
23060.0,Unemployed,15516.0,523.0,47,55.0,0,Yes,Single,4,Good,0
26250.0,Self-Employed,15757.0,680.0,50,27.0,1,Yes,Single,2,Good,0
42343.0,Salaried,31497.0,840.0,53,67.0,0,Yes,Single,4,Good,1
44343.0,Self-Employed,19576.0,601.0,35,103.0,1,Yes,Divorced,1,,1
27869.0,Unemployed,27477.0,,54,119.0,1,Yes,Married,0,Good,1
65338.0,Salaried,21312.0,,36,57.0,0,Yes,Single,1,Good,0
31043.0,Unemployed,31326.0,621.0,64,12.0,1,Yes,Divorced,1,Average,0
29442.0,Salaried,28168.0,717.0,45,32.0,0,Yes,Married,1,Good,0
51324.0,Self-Employed,15268.0,641.0,57,18.0,0,Yes,Single,2,Good,1
64609.0,Self-Employed,35693.0,688.0,37,93.0,0,Yes,Married,0,Poor,1
80823.0,Unemployed,16364.0,308.0,66,119.0,2,No,Married,2,Good,0
58738.0,Unemployed,21600.0,831.0,50,69.0,0,Yes,Married,2,Average,0
73697.0,Unemployed,23016.0,448.0,29,26.0,0,No,Married,1,Good,0
31819.0,Salaried,23907.0,682.0,68,8.0,3,No,Married,2,Poor,0
,Salaried,26369.0,828.0,32,118.0,0,Yes,Single,4,Good,1
22078.0,Unemployed,13946.0,311.0,58,42.0,2,Yes,Married,2,Good,0
42442.0,Salaried,25699.0,775.0,56,18.0,1,No,Single,0,Average,1
58410.0,Salaried,24649.0,352.0,19,26.0,2,Yes,Single,4,Good,0
25922.0,Self-Employed,20004.0,,46,35.0,2,Yes,Single,3,Good,0
36094.0,Self-Employed,18482.0,505.0,58,81.0,4,Yes,,2,Good,0
33711.0,Self-Employed,13535.0,353.0,27,108.0,0,Yes,Married,0,Good,0
45347.0,Unemployed,23843.0,789.0,19,37.0,1,No,Married,0,Average,0
71324.0,Self-Employed,14716.0,643.0,68,85.0,1,No,Single,0,Good,1
,Self-Employed,21903.0,468.0,28,13.0,0,No,Divorced,5,Good,0
43054.0,Salaried,19189.0,460.0,30,7.0,0,No,Single,1,Good,0
6735.0,Self-Employed,9327.0,826.0,27,,3,Yes,Married,2,Good,0
57001.0,Salaried,12532.0,826.0,31,112.0,0,Yes,Single,4,Average,1
61850.0,Self-Employed,23238.0,586.0,35,,0,No,Married,3,Good,0
24500.0,Unemployed,15805.0,711.0,68,98.0,0,No,Married,0,Good,0
48995.0,Unemployed,15533.0,821.0,26,8.0,0,No,Married,5,Good,0
52895.0,Self-Employed,13888.0,498.0,56,,1,No,Married,1,Good,0
64469.0,Self-Employed,14160.0,460.0,45,103.0,0,Yes,Married,4,Good,0
,Self-Employed,33141.0,688.0,20,17.0,1,Yes,Married,4,Average,0
36870.0,Unemployed,11040.0,,37,23.0,2,No,Married,3,Good,0
43153.0,Salaried,31783.0,680.0,23,65.0,0,Yes,Divorced,0,Good,0
69267.0,Salaried,17354.0,423.0,44,,1,Yes,Divorced,3,Poor,0
,Self-Employed,14770.0,371.0,19,32.0,0,Yes,Married,1,Good,0
49680.0,Unemployed,23071.0,467.0,46,57.0,2,Yes,Married,5,Average,0
65297.0,Salaried,20424.0,583.0,55,83.0,3,Yes,,4,Good,0
14470.0,Self-Employed,18420.0,793.0,20,56.0,0,Yes,Divorced,4,Good,0
61875.0,Unemployed,21759.0,335.0,33,50.0,1,Yes,,4,Good,0
33219.0,Unemployed,20298.0,474.0,47,14.0,0,Yes,Divorced,1,Good,0
76505.0,Salaried,18275.0,498.0,57,,0,Yes,Married,0,Average,0
34036.0,Unemployed,27485.0,415.0,19,98.0,1,Yes,Married,3,Good,0
37209.0,Self-Employed,8424.0,614.0,34,78.0,0,Yes,Married,3,,0
58436.0,Self-Employed,12683.0,519.0,58,108.0,0,Yes,Single,5,,0
59884.0,Salaried,13694.0,,29,20.0,0,Yes,Married,3,Good,0
43305.0,Unemployed,11537.0,421.0,52,,0,Yes,Married,4,Good,0
55571.0,Salaried,20687.0,720.0,60,69.0,2,Yes,Single,2,Good,1
57431.0,Salaried,24043.0,791.0,18,26.0,0,No,Married,0,Good,1
55897.0,Unemployed,4300.0,588.0,62,74.0,0,Yes,Single,0,Poor,0
43932.0,Salaried,16208.0,352.0,32,109.0,0,Yes,Married,2,Good,0
57578.0,Unemployed,17427.0,504.0,43,44.0,2,Yes,Married,0,Average,0
71096.0,Self-Employed,17713.0,647.0,54,69.0,0,Yes,Married,3,Good,1
31618.0,Salaried,9719.0,350.0,38,84.0,0,No,Single,2,Good,0
37399.0,Unemployed,17493.0,339.0,66,23.0,0,No,Single,1,Good,0
50409.0,Unemployed,12711.0,549.0,48,109.0,0,Yes,Single,3,Good,0
,Unemployed,17325.0,517.0,42,29.0,3,No,Married,4,,0
22949.0,Salaried,6243.0,478.0,40,98.0,0,Yes,Divorced,0,Good,0
66397.0,Self-Employed,17380.0,482.0,41,81.0,0,Yes,Married,2,Good,0
16568.0,Salaried,14248.0,463.0,55,22.0,1,Yes,Married,5,,0
43964.0,Self-Employed,17900.0,676.0,45,89.0,0,Yes,Single,1,Good,1
61384.0,Salaried,22406.0,796.0,38,28.0,0,Yes,Single,4,Good,1
54000.0,Salaried,19642.0,760.0,60,74.0,0,Yes,Married,2,Average,1
44191.0,Salaried,26347.0,,35,116.0,0,Yes,Married,1,Good,1
33538.0,Self-Employed,17114.0,336.0,53,115.0,1,Yes,Single,5,Good,0
55158.0,Unemployed,24951.0,618.0,52,106.0,2,Yes,Married,2,Average,0
35174.0,Salaried,29000.0,711.0,62,62.0,2,Yes,Married,5,Good,0
,Salaried,22190.0,655.0,26,70.0,2,Yes,Single,3,,1
52114.0,Self-Employed,19834.0,528.0,55,40.0,0,Yes,,4,Poor,0
52265.0,Salaried,23315.0,563.0,47,111.0,0,Yes,Married,4,Good,0
40395.0,Unemployed,22473.0,786.0,61,60.0,0,Yes,Single,5,Good,0
80525.0,Unemployed,28010.0,651.0,51,94.0,3,No,Married,3,Good,0
55373.0,Self-Employed,26350.0,741.0,49,47.0,1,Yes,Married,5,Good,1
45819.0,Self-Employed,26447.0,758.0,20,91.0,0,Yes,Divorced,0,Good,0
53964.0,Unemployed,20352.0,,20,31.0,1,No,,2,Good,0
38383.0,Unemployed,22730.0,430.0,45,90.0,1,Yes,Single,2,Good,0
44205.0,Unemployed,22580.0,669.0,61,11.0,2,Yes,Married,0,Good,0
85879.0,Self-Employed,10341.0,735.0,32,18.0,1,Yes,Single,5,Good,1
38489.0,Unemployed,28551.0,523.0,58,,0,Yes,Married,4,Good,0
48833.0,Unemployed,6646.0,651.0,40,61.0,0,Yes,Married,4,Good,0
43158.0,Unemployed,25697.0,784.0,57,87.0,0,Yes,Married,3,Good,0
34405.0,Salaried,22136.0,496.0,28,47.0,0,Yes,Married,3,Good,0
,Self-Employed,17726.0,408.0,65,8.0,3,No,Single,2,Good,0
50547.0,Self-Employed,23130.0,519.0,49,43.0,0,Yes,Married,4,Average,0
63665.0,Self-Employed,23349.0,618.0,53,56.0,0,Yes,Divorced,5,Poor,1
62159.0,Self-Employed,9538.0,381.0,50,68.0,0,No,Single,1,Good,0
63511.0,Salaried,31329.0,836.0,41,80.0,0,Yes,Single,2,Good,1
36227.0,Salaried,20577.0,731.0,56,34.0,0,No,Married,0,Poor,0
59614.0,Salaried,38518.0,307.0,51,76.0,0,Yes,Married,5,Average,0
59979.0,Salaried,26318.0,448.0,45,78.0,2,Yes,Single,3,Poor,0
,Salaried,20395.0,397.0,54,,0,No,Single,3,Average,0
45221.0,Self-Employed,14480.0,,24,66.0,0,Yes,Married,1,Average,0
28158.0,Self-Employed,19113.0,666.0,21,99.0,0,No,Married,0,Good,0
60044.0,Self-Employed,21199.0,761.0,54,31.0,0,Yes,Married,4,Good,1
59975.0,Salaried,31723.0,713.0,18,,1,No,Single,5,Good,1
71455.0,Unemployed,29813.0,,18,11.0,2,Yes,Single,2,Good,0
46568.0,Self-Employed,23612.0,655.0,64,17.0,0,Yes,Married,4,Average,1
56772.0,Self-Employed,34154.0,310.0,37,105.0,3,,Married,3,Poor,0
64816.0,Unemployed,3871.0,715.0,36,,1,No,Married,3,Good,1
38692.0,Salaried,23702.0,,46,77.0,0,Yes,,1,Good,0
36411.0,Unemployed,30045.0,849.0,27,75.0,0,Yes,Married,3,Poor,0
39157.0,Unemployed,24380.0,421.0,35,85.0,0,No,Single,0,Average,0
,Self-Employed,9338.0,364.0,45,34.0,2,Yes,Single,1,Average,1
36942.0,Self-Employed,31116.0,601.0,52,26.0,0,Yes,Single,2,Average,0
39803.0,Salaried,26091.0,424.0,60,10.0,0,Yes,Single,1,Poor,0
63214.0,Unemployed,22744.0,611.0,64,105.0,1,Yes,Divorced,5,Good,1
48555.0,Salaried,20707.0,490.0,48,31.0,2,Yes,Single,0,Good,0
54600.0,Unemployed,35950.0,749.0,44,72.0,1,Yes,Married,5,Good,0
41739.0,Self-Employed,23556.0,458.0,28,58.0,1,Yes,Single,0,Good,0
40755.0,Unemployed,18065.0,652.0,66,24.0,0,Yes,Married,5,Average,0
54283.0,Salaried,13509.0,562.0,66,53.0,2,Yes,Single,2,Good,0
51891.0,Unemployed,26060.0,705.0,55,15.0,0,,Single,5,Average,0
61670.0,Salaried,27890.0,316.0,22,26.0,0,No,Single,3,Good,0
69524.0,Unemployed,20452.0,559.0,25,22.0,3,Yes,Married,2,Average,0
39629.0,Self-Employed,15538.0,654.0,51,100.0,0,Yes,Married,0,Good,0
62918.0,Self-Employed,30640.0,788.0,65,71.0,0,Yes,Married,2,Good,1
33803.0,Salaried,12901.0,513.0,69,112.0,0,Yes,Divorced,3,Good,0
81107.0,Self-Employed,35756.0,538.0,29,56.0,0,No,Married,5,Good,0
38205.0,Unemployed,14124.0,479.0,55,29.0,0,Yes,Divorced,1,Good,0
60359.0,Unemployed,9774.0,718.0,18,75.0,0,No,Single,0,Average,0
33691.0,Self-Employed,10797.0,442.0,48,112.0,1,Yes,Single,1,Good,0
47719.0,Salaried,11122.0,616.0,21,67.0,1,No,Married,1,Poor,1
73186.0,Unemployed,18107.0,543.0,66,8.0,0,No,Married,5,Poor,0
37734.0,Salaried,16255.0,531.0,62,40.0,0,Yes,Married,0,Good,0
83063.0,Unemployed,28197.0,602.0,67,112.0,1,,Married,5,Good,0
49921.0,Salaried,27057.0,630.0,22,65.0,0,No,Married,0,Good,1
64636.0,Salaried,18212.0,547.0,47,115.0,0,Yes,Single,4,,0
56044.0,Unemployed,44827.0,,41,64.0,0,Yes,Married,2,Good,0
56856.0,Unemployed,18106.0,586.0,20,7.0,0,Yes,Married,0,Poor,0
28608.0,Salaried,19172.0,331.0,28,106.0,0,Yes,Married,3,Poor,0
42907.0,Unemployed,9781.0,799.0,62,93.0,1,Yes,Single,4,Good,0
67940.0,Self-Employed,19356.0,829.0,21,88.0,3,Yes,Single,5,Average,1
44835.0,Unemployed,22379.0,680.0,43,117.0,0,Yes,Single,1,Average,0
52082.0,Salaried,10526.0,362.0,44,28.0,0,Yes,Married,3,Good,0
26789.0,Unemployed,16010.0,427.0,63,110.0,0,Yes,Married,3,Poor,0
41936.0,Unemployed,22616.0,827.0,60,32.0,0,Yes,Single,2,Poor,0
66846.0,Salaried,15801.0,462.0,44,117.0,1,Yes,Married,5,Poor,0
30761.0,Unemployed,14127.0,550.0,59,28.0,0,No,Married,2,Average,0
60756.0,Salaried,26257.0,594.0,68,69.0,3,Yes,Divorced,2,Good,0
52667.0,Salaried,9743.0,478.0,67,,0,No,Married,3,Good,0
46461.0,Salaried,11297.0,528.0,23,14.0,0,No,Married,5,Poor,0
45801.0,Salaried,21419.0,693.0,32,13.0,0,No,Married,5,Good,1
42635.0,Self-Employed,26769.0,695.0,47,103.0,0,Yes,Married,4,Good,1
43970.0,Self-Employed,22444.0,371.0,59,12.0,2,No,Married,0,Good,0
63946.0,Salaried,18209.0,617.0,54,76.0,1,No,Single,1,Good,1
43519.0,Unemployed,17557.0,678.0,54,113.0,0,No,Divorced,0,,0
77114.0,Self-Employed,28084.0,435.0,59,76.0,0,Yes,Married,0,Average,0
54493.0,Salaried,26872.0,677.0,54,61.0,1,Yes,Married,4,Good,1
41356.0,Self-Employed,20399.0,418.0,52,53.0,1,Yes,Married,4,Good,0
64600.0,Salaried,17779.0,829.0,40,,0,Yes,,0,Good,1
59358.0,Self-Employed,20282.0,822.0,23,71.0,0,Yes,Single,2,Good,1
25187.0,Salaried,14182.0,686.0,21,,0,No,Single,1,Average,0
34483.0,Self-Employed,18799.0,568.0,35,23.0,0,Yes,Single,0,Poor,0
48269.0,Self-Employed,16084.0,823.0,26,82.0,0,Yes,Single,2,Average,1
